schoolName,longitude,latitude
Northwestern State University of Louisiana,-93.0977934,31.7487611
Northwestern University,-87.67526699999999,42.0564594
Northwood University-Michigan,-84.2744061,43.6301146
Norwich University,-72.6612317,44.13900539999999
Notre Dame College,-81.5154956,41.5068579
Notre Dame de Namur University,-122.28487,37.517299
Notre Dame of Maryland University,-76.6211024,39.3524107
Nova Southeastern University,-80.2453353,26.0800444
Nyack College,-74.0156969,40.7056392
Oakland University,-83.2081632,42.6679486
Oakwood University,-86.6558345,34.7517708
Oberlin College,-82.22108899999999,41.2958696
Occidental College,-118.2104781,34.1273616
Oglethorpe University,-84.3346954,33.8761957
Ohio Christian University,-82.905604,39.612177
Ohio Dominican University,-82.9410043,39.9936875
Ohio Northern University,-83.83250559999999,40.766263
Ohio State University-Main Campus,-83.03091429999999,40.0141905
Ohio University-Main Campus,-82.10138889999999,39.324358
Ohio Wesleyan University,-83.0679916,40.2962536
Oklahoma Baptist University,-96.9328029,35.3605638
Oklahoma Christian University,-97.4693545,35.6124423
Oklahoma City University,-97.5410682,35.4955747
Oklahoma Panhandle State University,-101.639955,36.593193
Oklahoma State University-Main Campus,-97.07372219999999,36.1270236
Oklahoma Wesleyan University,-95.9562753,36.7176443
Old Dominion University,-76.3058786,36.8853217
Olivet College,-84.9248939,42.4431108
Olivet Nazarene University,-87.8723694,41.1549071
Oral Roberts University,-95.9516891,36.0513147
Oregon Institute of Technology,-121.7836222,42.2586823
Oregon State University,-123.2794443,44.5637806
Otis College of Art and Design,-118.4174056,33.9563229
Otterbein University,-82.9371852,40.1268746
Ouachita Baptist University,-93.05225809999999,34.1305096
Our Lady of the Lake University,-98.5433654,29.4264099
Pace University-New York,-74.00485669999999,40.7111197
Pacific Lutheran University,-122.4440668,47.1453532
Pacific Union College,-122.4394834,38.5698777
Pacific University,-123.1096408,45.52090279999999
Palm Beach Atlantic University,-80.0504326,26.7047472
Park University,-94.6772599,39.19082179999999
Pennsylvania State University-Main Campus,-77.8627439,40.796466
Pennsylvania State University-Penn State Abington,-75.10899169999999,40.116862
Pennsylvania State University-Penn State Altoona,-78.4105926,40.5410764
Pennsylvania State University-Penn State Berks,-75.97614899999999,40.359947
Pennsylvania State University-Penn State Brandywine,-75.4470628,39.9263837
Pennsylvania State University-Penn State Erie-Behrend College,-79.98371399999999,42.119308
Pennsylvania State University-Penn State Harrisburg,-76.74168,40.204082
Pennsylvania State University-Penn State Worthington Scranton,-77.8415959,40.8327211
Pepperdine University,-118.7095814,34.0414045
Philadelphia University,-75.1922881,40.0187208
Piedmont College,-83.5419975,34.5665363
Pittsburg State University,-94.6915709,37.3902857
Pitzer College,-117.7038664,34.1036159
Plymouth State University,-71.68825430000001,43.7595034
Point Loma Nazarene University,-117.250694,32.716863
Point Park University,-80.0012691,40.43850279999999
Point University,-85.18488339999999,32.8791277
Polytechnic Institute of New York University,-73.98657899999999,40.6942036
Pomona College,-117.711803,34.0977429
Pontifical Catholic University of Puerto Rico-Mayaguez,-67.1454012,18.1817863
Pontifical Catholic University of Puerto Rico-Ponce,-66.6183898,18.0001955
Portland State University,-122.6833424,45.5111102
Prairie View A & M University,-95.98989639999999,30.0939175
Pratt Institute-Main,-73.962537,40.6912807
Presbyterian College,-81.87755899999999,34.465182
Princeton University,-74.6514481,40.3439888
Providence College,-71.4381653,41.8440925
Purdue University-Calumet Campus,-87.4735602,41.5808528
Purdue University-Main Campus,-86.92119459999999,40.4237054
Purdue University-North Central Campus,-86.8937826,41.5843015
Queens University of Charlotte,-80.83279,35.1885164
Quincy University,-91.38543870000001,39.9405844
Quinnipiac University,-72.8926883,41.4191748
Radford University,-80.5506221,37.1382689
Ramapo College of New Jersey,-74.1758157,41.0819323
Randolph-Macon College,-77.4783518,37.7603794
Reed College,-122.630804,45.4816194
Regent University,-76.1929926,36.800573
Regis College,-71.3076196,42.3502721
Regis University,-105.0310904,39.7895786
Reinhardt University,-84.55053079999999,34.3209328
Rensselaer Polytechnic Institute,-73.67880300000002,42.730172
Rhode Island College,-71.461204,41.84220699999999
Rhode Island School of Design,-71.40749199999999,41.826111
Rhodes College,-89.9889893,35.1556997
Rice University,-95.40183119999999,29.7173941
Rider University,-74.738187,40.279623
Ringling College of Art and Design,-82.5476801,27.3602556
Rivier University,-71.4542671,42.7391326
Roanoke College,-80.05492699999999,37.294248
Robert Morris University,-80.2119216,40.5215511
Robert Morris University Illinois,-87.6271989,41.8763772
Roberts Wesleyan College,-77.798531,43.12574
Rochester Institute of Technology,-77.67434449999999,43.0845894
Rockhurst University,-94.57155449999999,39.03092669999999
Roger Williams University,-71.2594597,41.6510618
Rogers State University,-95.64063519999999,36.3182518
Rollins College,-81.348326,28.592242
Roosevelt University,-87.6251169,41.8763427
Rose-Hulman Institute of Technology,-87.3240403,39.4828386
Rowan University,-75.1189478,39.7098595
Rutgers University-Camden,-75.12193959999999,39.9485245
Rutgers University-New Brunswick,-74.44739910000001,40.5008186
Rutgers University-Newark,-74.17320090000001,40.7410553
Sacred Heart University,-73.2433003,41.2203902
Saginaw Valley State University,-83.9623559,43.5142733
Saint Ambrose University,-90.58076109999999,41.5404254
Saint Anselm College,-71.5072307,42.9874723
Saint Augustine's University,-78.6188766,35.7876962
Saint Cloud State University,-94.1515137,45.55118640000001
Saint Edward's University,-97.7538582,30.2297224
Saint Francis University,-78.6376191,40.50382
Saint John Fisher College,-77.511511,43.115372
Saint Johns University,-73.79421119999999,40.7220627
Saint Josephs College,-73.9677729,40.690509
Saint Joseph's College of Maine,-70.4828684,43.8267427
Saint Joseph's College-New York,-73.9677729,40.690509
Saint Joseph's University,-75.23993279999999,39.9951217
Saint Leo University,-82.2575928,28.3385615
Saint Louis University,-90.23382319999999,38.6354598
Saint Martin's University,-122.8154094,47.0407318
Saint Mary's College,-122.1098786,37.8416252
Saint Mary's College of California,-122.1098786,37.8416252
Saint Mary's University of Minnesota,-91.69592109999999,44.0447762
Saint Michael's College,-73.1645995,44.4959022
Saint Norbert College,-88.06630299999999,44.444875
Saint Peter's University,-74.0715029,40.7272231
Saint Vincent College,-79.40036529999999,40.2914205
Saint Xavier University,-87.7160311,41.7067521
Salem State University,-70.890682,42.503103
Salisbury University,-75.60469680000001,38.345073
Salve Regina University,-71.3006438,41.47145270000001
Sam Houston State University,-95.5503566,30.7131978
Samford University,-86.79363099999999,33.4647494
San Diego State University,-117.0718893,32.77572170000001
San Francisco State University,-122.4782094,37.721897
San Jose State University,-121.8810715,37.3351874
Santa Clara University,-121.9389875,37.3496418
Sarah Lawrence College,-73.8433974,40.9360524
Savannah College of Art and Design,-81.0937893,32.0692628
Savannah State University,-81.0626367,32.0245213
School of the Art Institute of Chicago,-87.6245941,41.8804189
Schreiner University,-99.12905939999999,30.0315591
Seattle Pacific University,-122.3615366,47.6495805
Seattle University,-122.3173119,47.6091799
Seton Hall University,-74.24649409999999,40.7425521
Seton Hill University,-79.5559138,40.3089647
Sewanee-The University of the South,-85.9176605,35.20518
Shaw University,-78.6379764,35.7710445
Shenandoah University,-78.1583388,39.1660159
Shepherd University,-77.8088216,39.4362419
Shippensburg University of Pennsylvania,-77.5234365,40.0603939
Shorter University,-85.193711,34.2594732
Siena College,-73.7523365,42.716635
Siena Heights University,-84.0175653,41.9057124
Simmons College,-71.0999358,42.3393661
Simpson College,-93.56362600000001,41.364988
Simpson University,-122.3320769,40.6147437
Skidmore College,-73.782673,43.099227
Slippery Rock University of Pennsylvania,-80.0411535,41.06297259999999
Smith College,-72.6372341,42.31809570000001
Sonoma State University,-122.6748358,38.33860809999999
South Carolina State University,-80.85014919999999,33.4983441
South Dakota School of Mines and Technology,-103.205931,44.074166
South Dakota State University,-96.783968,44.3189457
Southeast Missouri State University,-89.52804379999999,37.3148783
Southeastern Louisiana University,-90.4688572,30.5173159
Southeastern Oklahoma State University,-96.3781707,34.0056034
Southeastern University,-81.9179961,28.0301306
Southern Adventist University,-85.0509053,35.0485718
Southern Arkansas University Main Campus,-93.2329419,33.2930971
Southern Connecticut State University,-72.947462,41.332566
Southern Illinois University-Carbondale,-89.2225941,37.7100209
Southern Illinois University-Edwardsville,-89.995654,38.793103
Southern Methodist University,-96.78451749999999,32.8412178
Southern New Hampshire University,-71.4531836,43.0407729
Southern Oregon University,-122.6959071,42.1859996
Southern Polytechnic State University,-84.51993270000001,33.9384176
Southern University and A & M College,-91.1935768,30.5267645
Southern University at New Orleans,-90.0449055,30.0259133
Southern Utah University,-113.071332,37.676444
Southern Wesleyan University,-82.76513779999999,34.7279866
Southwest Baptist University,-93.411084,37.6007738
Southwest Minnesota State University,-95.75977300000001,44.4560884
Southwestern Assemblies of God University,-96.85294359999999,32.4064143
Southwestern College,-116.998081,32.640685
Southwestern Oklahoma State University,-98.70775239999999,35.5350138
Southwestern University,-97.6625885,30.6367076
Spalding University,-85.75741959999999,38.2414273
Spelman College,-84.41229340000001,33.7463597
Spring Arbor University,-84.5563208,42.2078734
Spring Hill College,-88.13573439999999,30.6919256
Springfield College,-72.5565631,42.1022292
St Bonaventure University,-78.48288219999999,42.0784113
St Catherine University,-93.182822,44.925308
St Francis College,-73.992165,40.69323
St John's University-New York,-73.79421119999999,40.7220627
St Lawrence University,-75.1608814,44.5892119
St Mary's College of Maryland,-76.42903129999999,38.1909255
St Mary's University,-98.5640981,29.4523378
St Olaf College,-93.1826784,44.4616634
St Thomas Aquinas College,-73.93584419999999,41.041757
St Thomas University,-93.1895301,44.9429805
Stanford University,-122.169719,37.4274745
State University of New York at New Paltz,-74.0851655,41.7390054
Stephen F Austin State University,-94.6462581,31.6219236
Stetson University,-81.3032406,29.0349641
Stevens Institute of Technology,-74.02564819999999,40.7448183
Stevenson University,-76.70129759999999,39.4216638
Stonehill College,-71.0806276,42.0590153
Stony Brook University,-73.1233889,40.9123761
Suffolk University,-71.0613561,42.3585205
Sul Ross State University,-103.6497628,30.3636948
SUNY at Albany,-73.8247903,42.6850273
SUNY at Binghamton,-75.9697049,42.0893553
SUNY at Fredonia,-79.34036329999999,42.4538665
SUNY at Purchase College,-73.7004189,41.0470389
SUNY College at Brockport,-77.9507327,43.210018
SUNY College at Cortland,-76.187797,42.599001
SUNY College at Geneseo,-77.8237029,42.796092
SUNY College at Old Westbury,-73.5802293,40.7824394
SUNY College at Oswego,-76.5443166,43.4514291
SUNY College at Plattsburgh,-73.466962,44.69254300000001
SUNY College at Potsdam,-74.9761059,44.6643102
SUNY College of Environmental Science and Forestry,-76.1369148,43.0344612
SUNY Empire State College,-73.5781958,40.7803909
SUNY Institute of Technology at Utica-Rome,-75.22976919999999,43.1351363
SUNY Maritime College,-73.8011369,40.8091766
SUNY Oneonta,-75.0635578,42.4710197
Susquehanna University,-76.8744803,40.7973267
Swarthmore College,-75.3523171,39.9040349
Syracuse University,-76.1351158,43.0391534
Tarleton State University,-98.2159537,32.2160426
Taylor University,-85.49762419999999,40.4568032
Temple University,-75.1553512,39.9811935
Tennessee Technological University,-85.5086374,36.1757592
Tennessee Wesleyan College,-84.594427,35.445317
Texas A & M International University,-99.4349786,27.5714802
Texas A & M University-College Station,-96.33649899999999,30.618531
Texas A & M University-Commerce,-95.91041489999999,33.2406645
Texas A & M University-Corpus Christi,-97.32414329999999,27.7127448
Texas A & M University-Kingsville,-97.88248209999999,27.5251036
Texas Christian University,-97.3635602,32.7095936
Texas Lutheran University,-97.98490029999999,29.5728134
Texas Southern University,-95.3606121,29.7217625
Texas State University,-97.938351,29.888411
Texas Tech University,-101.8782822,33.5842591
Texas Wesleyan University,-97.28020699999999,32.7323764
Texas Woman's University,-97.1271034,33.2262879
The College of Idaho,-116.6768761,43.653597
The College of New Jersey,-74.7778624,40.2683078
The College of New Rochelle,-73.7811969,40.9016643
The College of Saint Rose,-73.78566529999999,42.6640994
The College of Saint Scholastica,-92.10637000000001,46.816322
The College of Wooster,-81.9372838,40.8114268
The Evergreen State College,-122.9770785,47.0729029
The Master's College and Seminary,-118.519341,34.38247
The New School,-73.99750829999999,40.7352563
The Richard Stockton College of New Jersey,-74.53097749999999,39.4919685
The Sage Colleges,-73.69383479999999,42.728267
The University of Alabama,-87.5391418,33.2140233
The University of Findlay,-83.6547373,41.054643
The University of Montana,-113.9852081,46.8600672
The University of Tampa,-82.4670028,27.9468036
The University of Tennessee-Chattanooga,-85.2952662,35.0459219
The University of Tennessee-Knoxville,-83.92945639999999,35.9544013
The University of Tennessee-Martin,-88.8643812,36.3435415
The University of Texas at Arlington,-97.1140116,32.7298718
The University of Texas at Austin,-97.7340567,30.2849185
The University of Texas at Dallas,-96.7500993,32.9857619
The University of Texas at El Paso,-106.5046405,31.7709368
The University of Texas at San Antonio,-98.61972,29.5829699
The University of Texas at Tyler,-95.25437199999999,32.3157674
The University of Texas of the Permian Basin,-102.3230046,31.8876067
The University of Texas-Pan American,-98.17501229999999,26.3069621
The University of the Arts,-75.165566,39.945974
The University of Virginia's College at Wise,-82.560716,36.970591
The University of West Florida,-87.216141,30.5474687
Thiel College,-80.383918,41.411974
Thomas More College,-84.5680762,39.0216667
Tiffin University,-83.1844686,41.1185912
Touro College,-73.99587919999999,40.7505503
Towson University,-76.61263919999999,39.3925121
Transylvania University,-84.4936508,38.053147
Trevecca Nazarene University,-86.7528755,36.1428629
Trine University,-85.01347229999999,41.63133
Trinity Christian College,-87.7841447,41.66861859999999
Trinity College,-72.69033449999999,41.7479332
Trinity University,-98.4831622,29.4618444
Trinity Washington University,-77.0049153,38.9275815
Troy University,-85.9572283,31.8018895
Truman State University,-92.58086449999999,40.18656319999999
Tufts University,-71.1190232,42.4074843
Tulane University of Louisiana,-90.12072789999999,29.9403477
Tusculum College,-82.7608814,36.1724335
Tuskegee University,-85.7072853,32.430678
Union College,-73.9295987,42.81771250000001
Union University,-88.85959059999999,35.6773778
Universidad Adventista de las Antillas,-67.1127379,18.2059678
Universidad del Sagrado Corazon,-66.0596424,18.4396174
Universidad Politecnica de Puerto Rico,-66.0559139,18.4223343
University at Buffalo,-78.7889697,43.0008093
University of Akron Main Campus,-81.5113386,41.076655
University of Alabama at Birmingham,-86.8064447,33.5021227
University of Alabama in Huntsville,-86.639783,34.7251471
University of Arizona,-110.9501094,32.2318851
University of Arkansas,-94.17365509999999,36.0678324
University of Arkansas at Little Rock,-92.3388872,34.7240568
University of Arkansas at Pine Bluff,-92.0213392,34.2468716
University of Arkansas-Fort Smith,-94.3738577,35.3821461
University of Baltimore,-76.61736189999999,39.3059585
University of Bridgeport,-73.1913146,41.1649387
University of California-Berkeley,-122.2585399,37.8718992
University of California-Davis,-121.7617125,38.5382322
University of California-Irvine,-117.8442962,33.6404952
University of California-Los Angeles,-118.4451811,34.068921
University of California-Merced,-120.4254615,37.3641651
University of California-Riverside,-117.3280644,33.9737055
University of California-San Diego,-117.2340135,32.8800604
University of California-Santa Barbara,-119.848947,34.4139629
University of California-Santa Cruz,-122.0582093,36.9880503
University of Central Arkansas,-92.4579383,35.0780913
University of Central Florida,-81.2000599,28.6024274
University of Central Missouri,-93.73837239999999,38.7580823
University of Central Oklahoma,-97.4715226,35.6577749
University of Charleston,-81.6165232,38.3328289
University of Chicago,-87.5987133,41.7886079
University of Cincinnati-Main Campus,-84.51495039999999,39.1329219
University of Colorado Boulder,-105.2659417,40.00758099999999
University of Colorado Colorado Springs,-104.8049528,38.8968312
University of Colorado Denver,-105.002342,39.7463596
University of Connecticut,-72.2539805,41.8077414
University of Connecticut-Stamford,-73.5422815,41.0559925
University of Connecticut-Tri-Campus,-73.0385898,41.5556838
University of Dallas,-96.9216857,32.8481339
University of Dayton,-84.17996749999999,39.7393
University of Delaware,-75.7506114,39.6779504
University of Denver,-104.9618965,39.6766174
University of Detroit Mercy,-83.1379029,42.414062
University of Dubuque,-90.6956357,42.4952453
University of Evansville,-87.53170639999999,37.9721221
University of Florida,-82.3549302,29.6436325
University of Georgia,-83.3773221,33.9480053
University of Great Falls,-111.2707539,47.4906921
University of Hartford,-72.7140002,41.7985989
University of Hawaii at Hilo,-155.0814688,19.701015
University of Hawaii at Manoa,-157.8171118,21.296939
University of Hawaii-West Oahu,-158.056065,21.355188
University of Houston,-95.3422334,29.7199489
University of Houston-Downtown,-95.3594712,29.7665224
University of Idaho,-117.0126084,46.7288124
University of Illinois at Chicago,-87.6496336,41.8697938
University of Illinois at Springfield,-89.61765400000002,39.7290207
University of Illinois at Urbana-Champaign,-88.2271615,40.1019523
University of Indianapolis,-86.1351076,39.709739
University of Iowa,-91.5548998,41.6626963
University of Kansas,-95.2557961,38.9543439
University of Kentucky,-84.5039697,38.0306511
University of La Verne,-117.77189,34.1004151
University of Louisiana at Lafayette,-92.0204121,30.2114404
University of Louisiana at Monroe,-92.073415,32.528282
University of Louisville,-85.75850229999999,38.2122761
University of Maine,-68.6666508,44.9012197
University of Maine at Farmington,-70.1481254,44.6679585
University of Mary,-100.7530832,46.7219247
University of Mary Hardin-Baylor,-97.46668179999999,31.0701756
University of Mary Washington,-77.47447,38.3013039
University of Maryland Eastern Shore,-75.6848002,38.2102166
University of Maryland-Baltimore County,-76.7109674,39.2556759
University of Maryland-College Park,-76.9425543,38.9869183
University of Massachusetts-Amherst,-72.5267121,42.3911569
University of Massachusetts-Boston,-71.0375853,42.3149047
University of Massachusetts-Dartmouth,-71.0061561,41.6292932
University of Massachusetts-Lowell,-71.3247164,42.6552587
University of Memphis,-89.937141,35.118741
University of Miami,-80.2771253,25.7191685
University of Michigan-Ann Arbor,-83.7382241,42.2780436
University of Michigan-Dearborn,-83.23320199999999,42.3184088
University of Michigan-Flint,-83.6894611,43.0194791
University of Minnesota-Crookston,-96.6072394,47.7998548
University of Minnesota-Duluth,-92.0835669,46.8186613
University of Minnesota-Morris,-95.8969661,45.58903170000001
University of Minnesota-Twin Cities,-93.2330739,44.9753541
University of Mississippi,-89.538443,34.3647324
University of Missouri-Columbia,-92.32773750000001,38.9403808
University of Missouri-Kansas City,-94.57602589999999,39.0335539
University of Missouri-St Louis,-90.30828,38.7092401
University of Mobile,-88.1322905,30.7942761
University of Montevallo,-86.86541679999999,33.1067187
University of Mount Union,-81.1100005,40.9045455
University of Nebraska at Kearney,-99.1014292,40.7011879
University of Nebraska at Omaha,-96.01071209999999,41.2581216
University of Nebraska-Lincoln,-96.70047629999999,40.8201966
University of Nevada-Las Vegas,-115.1431709,36.1085197
University of Nevada-Reno,-119.816397,39.5441917
University of New England,-70.3865402,43.4582904
University of New Hampshire-Main Campus,-70.9370252,43.138948
University of New Haven,-72.9616437,41.2907035
University of New Mexico-Main Campus,-106.6197812,35.0843187
University of New Orleans,-90.0660365,30.0285959
University of North Alabama,-87.6811676,34.8074555
University of North Carolina at Asheville,-82.5673128,35.616292
University of North Carolina at Chapel Hill,-79.0469134,35.9049122
University of North Carolina at Charlotte,-80.735164,35.3070929
University of North Carolina at Greensboro,-79.8101975,36.0689296
University of North Carolina at Pembroke,-79.2005721,34.6898838
University of North Carolina Wilmington,-77.8701325,34.2239869
University of North Dakota,-97.0768014,47.922891
University of North Florida,-81.50723140000001,30.2661204
University of North Georgia,-83.9844416,34.5278618
University of North Texas,-97.1525862,33.207488
University of Northern Colorado,-104.6962127,40.4054763
University of Northern Iowa,-92.4620034,42.5133893
University of Northwestern-St Paul,-93.168573,45.031563
University of Notre Dame,-86.2353388,41.7055716
University of Oklahoma-Norman Campus,-97.4457137,35.2058936
University of Oregon,-123.0726055,44.0448302
University of Pennsylvania,-75.1932137,39.9522188
University of Pikeville,-82.5209983,37.4791788
University of Pittsburgh-Bradford,-78.6729991,41.9440303
University of Pittsburgh-Greensburg,-79.5316253,40.2765907
University of Pittsburgh-Johnstown,-78.83568199999999,40.267516
University of Pittsburgh-Pittsburgh Campus,-79.9563426,40.4415234
University of Portland,-122.7275712,45.5732046
University of Puerto Rico-Aguadilla,-67.1370261,18.4989787
University of Puerto Rico-Arecibo,-66.7404564,18.4680427
University of Puerto Rico-Bayamon,-66.1437571,18.3705811
University of Puerto Rico-Carolina,-65.9901648,18.3924964
University of Puerto Rico-Cayey,-66.1616042,18.1176554
University of Puerto Rico-Humacao,-65.837486,18.1470224
University of Puerto Rico-Mayaguez,-67.14090250000001,18.2108895
University of Puerto Rico-Ponce,-66.6071892,17.9927746
University of Puerto Rico-Rio Piedras,-66.05004070000001,18.4028091
University of Puget Sound,-122.481455,47.261764
University of Redlands,-117.1638403,34.0639966
University of Rhode Island,-71.5308537,41.4860647
University of Richmond,-77.5409744,37.5758681
University of Rochester,-77.6260033,43.1305531
University of Saint Francis-Fort Wayne,-85.17420969999999,41.0865604
University of San Diego,-117.188213,32.7719191
University of San Francisco,-122.4506413,37.7765141
University of Scranton,-75.656958,41.4056065
University of Sioux Falls,-96.7390169,43.5321764
University of South Alabama,-88.184236,30.6959406
University of South Carolina-Aiken,-81.77107749999999,33.57299
University of South Carolina-Beaufort,-80.9735548,32.3032706
University of South Carolina-Columbia,-81.0274276,33.996112
University of South Carolina-Upstate,-81.97127189999999,34.9992469
University of South Dakota,-96.92533809999999,42.7883015
University of South Florida-Main Campus,-82.41385389999999,28.0587031
University of South Florida-St Petersburg,-82.63555889999999,27.763644
University of Southern California,-118.285117,34.0223519
University of Southern Indiana,-87.67469380000001,37.9582437
University of Southern Maine,-70.2756936,43.6622484
University of Southern Mississippi,-89.3340423,31.3300115
University of St Francis,-88.0970978,41.5333799
University of St Thomas,-93.1895301,44.9429805
University of the Cumberlands,-84.1638243,36.7371496
University of the Incarnate Word,-98.4676217,29.4675939
University of the Pacific,-121.3120225,37.9808152
University of the Sciences,-75.2070979,39.9468299
University of the Virgin Islands,-64.9728974,18.3432933
University of Toledo,-83.6140701,41.6580307
University of Tulsa,-95.946,36.1519879
University of Utah,-111.8421021,40.7649368
University of Vermont,-73.1964637,44.4778528
University of Virginia-Main Campus,-78.5079772,38.0335529
University of Washington-Bothell Campus,-122.1906495,47.7589
University of Washington-Seattle Campus,-122.3035199,47.65533509999999
University of Washington-Tacoma Campus,-122.4376184,47.24457990000001
University of West Alabama,-88.1869512,32.5971376
University of West Georgia,-85.1028302,33.5735465
University of Wisconsin-Eau Claire,-91.5034191,44.7967459
University of Wisconsin-Green Bay,-87.92171429999999,44.53207339999999
University of Wisconsin-La Crosse,-91.23115159999999,43.8160517
University of Wisconsin-Madison,-89.4124875,43.076592
University of Wisconsin-Milwaukee,-87.8819686,43.078263
University of Wisconsin-Oshkosh,-88.55102149999999,44.0253186
University of Wisconsin-Parkside,-87.8522648,42.6439962
University of Wisconsin-Platteville,-90.48726040000001,42.7323713
University of Wisconsin-River Falls,-92.6206021,44.8526697
University of Wisconsin-Stevens Point,-89.57137759999999,44.5294468
University of Wisconsin-Stout,-91.92669889999999,44.8715765
University of Wisconsin-Superior,-92.0881522,46.7177476
University of Wisconsin-Whitewater,-88.7430845,42.8411986
University of Wyoming,-105.5665744,41.3148754
Upper Iowa University,-91.79960539999999,42.8410176
Ursinus College,-75.4558588,40.1915099
Utah State University,-111.8097425,41.745161
Utica College,-75.2714604,43.0936618
Valdosta State University,-83.2892064,30.8489491
Valparaiso University,-87.04238099999999,41.463273
Vanderbilt University,-86.8026551,36.1447034
Vanguard University of Southern California,-117.9016912,33.6618632
Vassar College,-73.8957002,41.6867992
Villanova University,-75.34358,40.037056
Virginia Commonwealth University,-77.4509716,37.5495049
Virginia Military Institute,-79.435352,37.79151
Virginia Polytechnic Institute and State University,-80.42341669999999,37.22838429999999
Virginia State University,-77.41987209999999,37.2384613
Virginia Union University,-77.4514696,37.5625916
Virginia Wesleyan College,-76.1866644,36.8674624
Viterbo University,-91.2451134,43.8022454
Wagner College,-74.0944049,40.6149796
Wake Forest University,-80.2778951,36.1340985
Walla Walla University,-118.3913913,46.0464568
Walsh University,-81.3691587,40.8734812
Warner University,-81.599965,27.826324
Wartburg College,-92.4821589,42.7285775
Washington & Jefferson College,-80.238725,40.170436
Washington and Lee University,-79.4449563,37.7904861
Washington College,-76.0692262,39.2180241
Washington State University,-117.1542121,46.7319225
Washington University in St Louis,-90.31079620000001,38.6487895
Wayland Baptist University,-101.7294258,34.1871451
Wayne State University,-83.06654619999999,42.3591388
Waynesburg University,-80.1866266,39.8992112
Webster University,-90.34376669999999,38.5892883
Wellesley College,-71.3059277,42.2935733
Wentworth Institute of Technology,-71.09540179999999,42.3360695
Wesley College,-75.527717,39.163227
Wesleyan University,-72.65690409999999,41.5566104
West Chester University of Pennsylvania,-75.5999933,39.9518653
West Liberty University,-80.600651,40.16390519999999
West Texas A & M University,-101.9160676,34.9815101
West Virginia State University,-81.7665882,38.3789586
West Virginia University,-79.95593579999999,39.6361396
West Virginia University Institute of Technology,-81.1840129,37.7759222
West Virginia Wesleyan College,-80.2196586,38.990005
Western Carolina University,-83.1829254,35.3092494
Western Connecticut State University,-73.4449401,41.4007198
Western Illinois University,-90.685397,40.4726649
Western Kentucky University,-86.456138,36.9853543
Western Michigan University,-85.6102507,42.2837336
Western New England University,-72.5186855,42.1149784
Western Oregon University,-123.2409798,44.8536068
Western State Colorado University,-106.9183423,38.5466336
Western Washington University,-122.4866103,48.7342877
Westfield State University,-72.7941529,42.1318254
Westminster College,-111.8556475,40.73071720000001
Westmont College,-119.6610313,34.4488434
Wheaton College,-88.099622,41.86833
Wheeling Jesuit University,-80.6907928,40.06794439999999
Whitman College,-118.3306351,46.07057990000001
Whittier College,-118.0279609,33.9781019
Whitworth University,-117.4178623,47.75487280000001
Wichita State University,-97.29286929999999,37.7193933
Widener University-Main Campus,-75.35667529999999,39.8633562
Wilkes University,-75.8883633,41.2449585
Willamette University,-123.0299071,44.9355088
William Carey University,-89.2923028,31.3039491
William Jessup University,-121.2924931,38.8204128
William Jewell College,-94.412117,39.2473119
William Paterson University of New Jersey,-74.1981377,40.9460061
William Penn University,-92.64718599999999,41.3087995
William Woods University,-91.949568,38.8624839
Williams College,-73.2036396,42.7129581
Wilmington College,-83.8181626,39.4447895
Wingate University,-80.44449709999999,34.9869013
Winona State University,-91.6432837,44.0473997
Winston-Salem State University,-80.2251168,36.089874
Winthrop University,-81.0321286,34.939393
Wisconsin Lutheran College,-88.02269230000002,43.0367864
Wittenberg University,-83.8139029,39.9365496
Wofford College,-81.9344902,34.9580657
Woodbury University,-118.341446,34.20758
Worcester Polytechnic Institute,-71.8062724,42.2745754
Worcester State University,-71.8441349,42.2679717
Xavier University,-84.4745119,39.1493644
Xavier University of Louisiana,-90.107084,29.963863
Yale University,-72.92234309999999,41.3163244
Yeshiva University,-73.9295149,40.85067249999999
York College Pennsylvania,-76.7281509,39.94674639999999
Young Harris College,-83.84682,34.932492
